"id","name","unitLastWord","unitSeqLast","word","argOrder","noPrevMentions","noPrevZero","noNextMentions","noNextZero","bridge","justFirst","justLast","local","identifiable","topic","interrog","argType","animate","self","addressee","length","pronom"
"FaELsFdrfXu","sba khug brlag pa'i bu mo","སྦ་ཁུག་ གི་ བདག་པོ་ དེ་ ལ་",652,"སྦ་ཁུག་ གི་ བདག་པོ་ དེ་ ལ་",2,1,0,0,0,0,0,0,FALSE,"i",FALSE,FALSE,"E",TRUE,FALSE,FALSE,7,FALSE
"tFhnY5IJ7F9","pa sangs","ང་ ཐབས་ཤེས་ ཁྱོན་ནས་ བྱུང་ མ་ སོང་ ། ཨེ་འདྲས་ མེད །",655,"ང་",1,4,1,3,1,0,1,1,TRUE,"i",TRUE,FALSE,"COPLOC",TRUE,TRUE,FALSE,1,TRUE
"jZ3bA8tkKPK","thabs shes","ང་ ཐབས་ཤེས་ ཁྱོན་ནས་ བྱུང་ མ་ སོང་ ། ཨེ་འདྲས་ མེད །",655,"ཐབས་ཤེས་",2,0,0,0,0,0,0,0,FALSE,"n",FALSE,FALSE,"EXIST",FALSE,FALSE,FALSE,2,FALSE
"gRjTa8gpRrW","pa sangs","ལྟ་ ང་ ལ་",657,"ང་ ལ་",1,5,2,2,2,0,2,1,TRUE,"i",TRUE,FALSE,"COPLOC",TRUE,TRUE,FALSE,2,TRUE
"bkP9St8ggAw","khag (related to sba khug)","ཁག་ ཁྱོན་ནས་ མེད །",658,"ཁག་",2,0,0,0,0,0,0,0,FALSE,"n",FALSE,FALSE,"EXIST",FALSE,FALSE,FALSE,1,FALSE
"cbCKpJxf33q","pa sangs","ང ས་ སྔ་རྟིང་ ཏོག་ཙམ བཏང་ དགོས་ བྱུང་ སོང །",662,"ང ས་",1,2,1,1,1,0,2,0,TRUE,"i",TRUE,FALSE,"A",TRUE,TRUE,FALSE,2,TRUE
"G0dgP7O5FF6","snga rting","ང ས་ སྔ་རྟིང་ ཏོག་ཙམ བཏང་ དགོས་ བྱུང་ སོང །",662,"སྔ་རྟིང་",2,0,0,0,0,0,0,0,FALSE,"n",FALSE,FALSE,"P",FALSE,FALSE,FALSE,2,FALSE
"rV1xvzY0kDM","ga","ལགས་སོ་ ང་རང་ ཀྱང་ ཨེ་འདྲས་ བསམ་ གྱིས །",674,"ང་རང་ ཀྱང་",1,0,0,0,0,0,0,0,TRUE,"i",FALSE,FALSE,"A",TRUE,TRUE,FALSE,3,TRUE
"VpjXR6bzfXK","the ending should be changed","ལགས་སོ་ ང་རང་ ཀྱང་ ཨེ་འདྲས་ བསམ་ གྱིས །",674,"ཨེ་འདྲས་",2,2,0,0,0,0,0,0,FALSE,"i",FALSE,FALSE,"P",FALSE,FALSE,FALSE,2,FALSE
"fLEc5CwBi2s","pa sangs","པ་སངས་ ཀྱིས་ ལས་ཀ་ ཡག- ཡག་པོ་ ཞེ་དྲག་ བྱས །",676,"པ་སངས་ ཀྱིས་",1,0,0,0,0,0,0,0,FALSE,"i",TRUE,FALSE,"A",TRUE,FALSE,FALSE,3,FALSE
